Empresa,Año,ACTIVO FIJO,ACTIVO CORRIENTE,OTROS ACTIVOS,PASIVO A LARGO PLAZO,PASIVO CORRIENTE,OTROS PASIVOS,CAPITAL SOCIAL,OTROS PATRIMONIO,TOTAL PATRIMONIO,INGRESOS OPERACIONALES,OTROS INGRESOS,COSTOS Y GASTOS OPERACIONALES,OTROS GASTOS,UTILIDAD (PERDIDA) OPERACIONAL,PROVISION PARA IMPUESTOS,UTILIDAD (PERDIDA) NETA,TIPO_EMPRESA
HELITEC SAS,2015.0,2254308,3004209.0,0,0,3525505,0.0,219000.0,1824103,2043103.0,131930,5,551214,0,-419284,0,-419279,AEROTAXI
HELITEC SAS,2015,2254308,3004209.0,0,0,3525505,0.0,219000.0,1824103,1733012.0,131930,5,551214,0,-419284,0,-419279,AEROTAXI
HELITEC SAS,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELITEC SAS,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELITEC SAS,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HORIZONTAL DE AVIACION SAS,2019,4364945,19099631.0,0,0,22854641,0.0,1000000.0,0,0.0,9875997,0,2054108,0,364418,0,96379,AEROTAXI
HORIZONTAL DE AVIACION SAS,2020.0,4624558,19574562.0,0,0,23498456,0.0,1000000.0,0,0.0,4195641,0,719098,0,68478,0,90729,AEROTAXI
HORIZONTAL DE AVIACION SAS,2021,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HORIZONTAL DE AVIACION SAS,2022.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2012,110444,1699207.0,14500961,11110609,4410945,0.0,3350000.0,65211,789058.0,1702786,408741,3247796,1470999,-1545010,7953,-2615221,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2013,145372,6467234.0,24935540,22845899,6573333,0.0,3600000.0,2577228,2128914.0,16761001,266594,16471402,1968079,289599,10275,-1422161,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2013.0,145372,6467234.0,24935540,22845899,6573333,0.0,3600000.0,2577228,2128914.0,16761001,266594,16471402,1968079,289599,10275,-1422161,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2014,32875000,9971000.0,948000,34815000,9642000,0.0,3800000.0,5772000,9572000.0,29977000,357000,24769000,13339000,5208000,-663000,-7111000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2014.0,181000,10703000.0,30728000,28801000,15671000,0.0,3800000.0,5817000,-2860000.0,27734000,347000,26149000,10361000,1585000,0,-8429000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2015,48258000,27545000.0,927000,63430000,14503000,0.0,3900000.0,8842000,-1203000.0,35037000,3882000,30137000,12500000,4900000,-8000,-3710000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2015.0,48258000,27545000.0,927000,63430000,14503000,0.0,3900000.0,8842000,12742000.0,35037000,3882000,30137000,12500000,4900000,-8000,-3710000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2016,59154000,18002000.0,1214000,52686000,14236000,0.0,4500000.0,13342000,11448000.0,39876000,4431000,27184000,9728000,12692000,-156000,7551000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2016.0,59154000,18002000.0,1214000,52686000,14236000,0.0,4500000.0,13342000,11448000.0,39876000,4431000,27184000,9728000,12692000,-156000,7551000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2019,92315000,14755000.0,0,71154000,22351000,0.0,4500000.0,0,0.0,41386000,21076000,6705000,0,5636000,1710000,-299000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2020.0,161709000,14744000.0,0,138800000,34391000,0.0,4500000.0,0,0.0,34700000,33167000,6139000,0,825000,2318000,-8480000,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2008,222901,1140941.0,0,518464,48790,0.0,750000.0,45211,796588.0,308602,1787,238404,2727,70198,24778,44480,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2009.0,211402,782289.0,0,0,176345,0.0,750000.0,45211,817346.0,692738,2473,658695,5759,34043,10000,20757,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2010.0,221393,643749.0,0,0,26091,0.0,750000.0,55211,839051.0,778537,2489,737508,6813,41029,15000,21705,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2011.0,191393,633530.0,0,0,16677,0.0,750000.0,65211,808246.0,177455,45642,231399,12504,-53944,9999,-30805,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2012.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2021,148339000,17039000.0,0,148393000,16505000,0.0,4500000.0,-4020000,0.0,48789000,0,76416000,0,-27627000,1856000,0,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2022.0,128916000,43691000.0,0,151062000,18672000,0.0,4500000.0,-1627000,0.0,56261000,0,97726000,0,-41465000,3777000,0,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2012,251438,768732.0,319346,622301,36949,0.0,220000.0,143236,680265.0,748156,0,690749,22079,57407,5741,29587,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2013,171314,728084.0,319346,318765,38599,0.0,350000.0,149863,861380.0,881056,0,814785,0,66271,21784,44487,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2013.0,171314,728084.0,319346,318765,38599,0.0,350000.0,149863,861380.0,881056,0,814785,0,66271,21784,44487,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2014,171314,434409.0,319346,54983,23787,0.0,350000.0,151402,846299.0,641186,10740,625797,10739,15389,7424,7966,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2014.0,171314,434409.0,319346,54983,23787,0.0,350000.0,151402,846299.0,641186,10740,625797,10739,15389,7424,7966,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2015,119028,498194.0,319346,0,72783,0.0,350000.0,155063,863785.0,870614,0,833996,0,36618,16849,19769,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2015.0,119028,498194.0,319346,0,72783,0.0,350000.0,155063,505063.0,870614,0,833996,0,36618,16849,19769,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2016,682793370,1055499091.0,317346286,33902000,657601158,0.0,350000000.0,640702540,1364135589.0,1320119984,881374,1024492430,6256674,295627554,100720000,189532254,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2016.0,285005,1055499.0,1079221,0,657601,0.0,350000.0,936227,1762126.0,1321001,0,1108139,0,212862,95684,117178,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2017.0,639768314,1695313703.0,317346286,20855000,1203223740,0.0,350000000.0,536670259,1428349563.0,1955700951,8030716,1850741815,8743878,104959136,40032000,64213974,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2019,1021753,1174588.0,0,29786,464152,0.0,350000.0,0,0.0,2075011,17428523,1814288,0,281722,60747,210597,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2020.0,955268,1373134.0,0,64648,500719,0.0,350000.0,0,0.0,1611297,14968825,1517920,0,117889,44026,600633,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2021,905364475,2080427203.0,0,22387643,1055196090,0.0,350000000.0,1558207945,0.0,-2147483648,0,-2147483648,0,221824646,94080513,0,AEROTAXI
LINEAS AEREAS DEL NORTE DE SANTANDER SAS,2022.0,856818669,1713560513.0,0,18726263,529308159,0.0,350000000.0,1672344759,0.0,-2147483648,0,-2147483648,0,192207609,93039620,0,AEROTAXI
LASER AEREO SAS,2012,289981,697338.0,549691,0,158121,0.0,745500.0,597058,1378889.0,23205,16499,0,12423,23205,0,27281,AEROTAXI
LASER AEREO SAS,2013,439858,808701.0,507930,0,372659,0.0,745500.0,599786,1383830.0,334449,2,304834,20817,29615,3859,4941,AEROTAXI
LASER AEREO SAS,2013.0,439858,808701.0,507930,0,372659,0.0,745500.0,599786,1383830.0,334449,2,304834,20817,29615,3859,4941,AEROTAXI
LASER AEREO SAS,2014,248129,811892.0,507932,0,279126,0.0,745500.0,599786,1288827.0,295440,88484,413326,52938,-117886,8964,-91304,AEROTAXI
LASER AEREO SAS,2014.0,248129,811892.0,507932,0,279126,0.0,745500.0,599786,1288827.0,295440,88484,413326,52938,-117886,8964,-91304,AEROTAXI
LASER AEREO SAS,2015,1103761,1722372.0,0,166961,249385,0.0,1258000.0,934246,2409787.0,1212836,10746,911655,37803,301181,0,274124,AEROTAXI
LASER AEREO SAS,2015.0,801376,1722372.0,0,165285,251061,0.0,1258000.0,599910,1857910.0,909094,314488,851977,67903,57117,6591,297111,AEROTAXI
LASER AEREO SAS,2016,1074293,2154457.0,0,192991,789280,0.0,1258000.0,934247,2246479.0,2250604,8005,2372230,7989,-121626,0,-121610,AEROTAXI
LASER AEREO SAS,2016.0,1074293,2154457.0,0,192991,789280,0.0,1258000.0,934247,2246479.0,2250604,8005,2372230,7989,-121626,0,-121610,AEROTAXI
LASER AEREO SAS,2017.0,1074293,2081339.0,0,406701,408406,0.0,1300200.0,934248,2340525.0,3909515,8153,3791646,13429,117869,38757,73836,AEROTAXI
LASER AEREO SAS,2021,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
LASER AEREO SAS,2022.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
LLANERA DE AVIACION SAS,2012,668847,995755.0,4722507,3186547,839012,0.0,336059.0,1832655,2361549.0,3881596,31382,3613881,144595,267715,50986,103516,AEROTAXI
LLANERA DE AVIACION SAS,2013,1528813,1646960.0,4360283,2674158,2384961,0.0,378577.0,1843007,2476937.0,3918364,18403,3389573,378555,528791,95770,72869,AEROTAXI
LLANERA DE AVIACION SAS,2013.0,1528813,1646960.0,4360283,2674158,2384961,0.0,378577.0,1843007,2476937.0,3918364,18403,3389573,378555,528791,95770,72869,AEROTAXI
LLANERA DE AVIACION SAS,2014,1464879,3704639.0,3911675,2369032,3239269,0.0,1042943.0,1850296,3472892.0,8988816,145468,7965859,647948,1022957,188893,331584,AEROTAXI
LLANERA DE AVIACION SAS,2014.0,1464879,3704639.0,3911675,2369032,3239269,0.0,1042943.0,1850296,3472892.0,8988816,145468,7965859,647948,1022957,188893,331584,AEROTAXI
LLANERA DE AVIACION SAS,2015,8328128,2560550.0,1568430,4942449,3373893,0.0,1042943.0,90316,4140766.0,8366627,397944,8008326,1029019,358301,135651,-408425,AEROTAXI
LLANERA DE AVIACION SAS,2015.0,4456377,3857608.0,2860181,3324926,3379648,0.0,1042943.0,2911085,3954028.0,8366627,339165,7354918,1029019,1011709,135651,186204,AEROTAXI
LLANERA DE AVIACION SAS,2016,7777969,2282611.0,1588194,4809482,2416297,0.0,1042943.0,108937,4422995.0,6697076,1344052,6713920,456239,-16844,91797,779172,AEROTAXI
LLANERA DE AVIACION SAS,2016.0,7777969,2282611.0,1588194,4809482,2416297,0.0,1042943.0,108937,4422995.0,6697076,1344052,6713920,456239,-16844,91797,779172,AEROTAXI
LLANERA DE AVIACION SAS,2017.0,7203522,3301658.0,28851,4612786,627056,0.0,1042943.0,186855,5294189.0,7566315,3902397,7895192,187932,-328877,292554,3093034,AEROTAXI
LLANERA DE AVIACION SAS,2019,12767413,5762811.0,0,9793928,2413287,0.0,1042943.0,0,0.0,14467737,0,1038711,0,1298004,769089,570937,AEROTAXI
LLANERA DE AVIACION SAS,2020.0,15762971,5617061.0,0,10917559,2329582,0.0,1042943.0,0,0.0,11291172,0,674221,0,1888542,334827,317881,AEROTAXI
LLANERA DE AVIACION SAS,2021,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1042943000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,1577702156,-109239904,0,AEROTAXI
LLANERA DE AVIACION SAS,2022.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1042943000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-2147483648,1275753400,0,AEROTAXI
LOS HALCONES SAS,2019,7214238,2400820.0,0,2098795,3660852,0.0,2000000.0,0,0.0,9616722,414122768,2004692,1491975678,572786,0,17979,AEROTAXI
LOS HALCONES SAS,2020.0,6407520,2788837.0,0,2826410,3188254,0.0,2000000.0,0,0.0,6791844,1301676464,1685777,-2147483648,-385097,0,-673718,AEROTAXI
NACIONAL DE AVIACION SAS,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2009.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2010.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2011.0,137835,872200.0,1699760,103440,439077,144307.0,692250.0,1717312,2082080.0,39810,421220,745679,373202,-705869,9885,-667736,AEROTAXI
NACIONAL DE AVIACION SAS,2012,107460,2129220.0,1699760,34675,278561,47551.0,692250.0,3261393,3575655.0,0,251476,174083,58906,-174083,0,18487,AEROTAXI
NACIONAL DE AVIACION SAS,2012.0,107460,2129220.0,1699760,34675,278561,47551.0,692250.0,3261393,3575655.0,0,251476,174083,58906,-174083,0,18487,AEROTAXI
NACIONAL DE AVIACION SAS,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2013,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2014,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NACIONAL DE AVIACION SAS,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
NATIV AIR SAS,2021,-2147483648,-2147483648.0,0,659301057,814749226,0.0,1100000000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,196982659,-60249876,0,AEROTAXI
NATIV AIR SAS,2022.0,-2147483648,-2147483648.0,0,1593550377,1517004271,0.0,1100000000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,87391267,409723980,0,AEROTAXI
PACIFICA DE AVIACION SAS,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
PACIFICA DE AVIACION SAS,2009.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
PACIFICA DE AVIACION SAS,2010.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
PACIFICA DE AVIACION SAS,2011.0,803753,23507.0,307166,0,405773,0.0,805000.0,0,728653.0,327743,13196,374538,6022,-46795,681,-40302,AEROTAXI
PACIFICA DE AVIACION SAS,2012,831542,428576.0,232921,0,1119538,0.0,805000.0,0,373501.0,347278,16302,678807,39925,-331529,0,-355152,AEROTAXI
PACIFICA DE AVIACION SAS,2012.0,831542,428576.0,232921,0,1119538,0.0,805000.0,0,373501.0,347278,16302,678807,39925,-331529,0,-355152,AEROTAXI
PACIFICA DE AVIACION SAS,2013,266206,630481.0,193223,0,981156,0.0,805000.0,0,108754.0,217097,1301,465211,10721,-248114,7215,-264749,AEROTAXI
PACIFICA DE AVIACION SAS,2013.0,266206,630481.0,193223,0,981156,0.0,805000.0,0,108754.0,217097,1301,465211,10721,-248114,7215,-264749,AEROTAXI
PACIFICA DE AVIACION SAS,2014,726877,90271.0,193223,0,83022,0.0,805000.0,818595,927349.0,343797,292,589713,3492,-245916,0,-249116,AEROTAXI
PACIFICA DE AVIACION SAS,2014.0,726877,90271.0,193223,0,83022,0.0,805000.0,818595,927349.0,343797,292,589713,3492,-245916,0,-249116,AEROTAXI
PACIFICA DE AVIACION SAS,2015,731488,117418.0,193223,0,1492683,0.0,805000.0,0,-450554.0,365551,3397,669463,9677,-303912,0,-310192,AEROTAXI
PACIFICA DE AVIACION SAS,2015.0,731488,117418.0,193223,0,1492683,0.0,805000.0,0,805000.0,365551,3397,669463,9677,-303912,0,-310192,AEROTAXI
PACIFICA DE AVIACION SAS,2016,734245,138002.0,193224,0,1847034,0.0,805000.0,-246906,-781563.0,523457,1255,846994,8726,-323537,0,-331008,AEROTAXI
PACIFICA DE AVIACION SAS,2016.0,734245,138002.0,193224,0,1847034,0.0,805000.0,-246906,-781563.0,523457,1255,846994,8726,-323537,0,-331008,AEROTAXI
PACIFICA DE AVIACION SAS,2017.0,643958,373823.0,0,19776,10560,0.0,2440527.0,0,987445.0,2203959,0,2063919,6559,140040,0,133481,AEROTAXI
PACIFICA DE AVIACION SAS,2019,995034,1073564.0,0,0,179775,0.0,2440527.0,0,0.0,2269988,58677614,563024,916144055,219185,0,210929,AEROTAXI
PACIFICA DE AVIACION SAS,2020.0,1499008,1266992.0,0,0,706044,0.0,2440527.0,0,0.0,2862355,25312986,658456,572769918,241527,70606,150039,AEROTAXI
PACIFICA DE AVIACION SAS,2021,-2147483648,713568581.0,0,837203668,409597487,0.0,-2147483648.0,-204965855,0.0,-2147483648,0,-2147483648,0,-2147483648,123518000,0,AEROTAXI
PACIFICA DE AVIACION SAS,2022.0,-2147483648,1599815818.0,0,857884966,1236713679,0.0,-2147483648.0,-93678707,0.0,-2147483648,0,-2147483648,0,2028394949,123945000,0,AEROTAXI
RIO SUR SAS,2012,4079288,5034551.0,0,1035910,2159588,0.0,5494495.0,743672,5918341.0,8753780,366744,8511505,383830,242275,136199,88990,AEROTAXI
RIO SUR SAS,2013,4219332,5903037.0,0,810757,3363044,0.0,5494495.0,743672,5948568.0,10943254,371233,10791035,431625,152219,61600,30227,AEROTAXI
RIO SUR SAS,2013.0,4219332,5903037.0,0,810757,3363044,0.0,5494495.0,743672,5948568.0,10943254,371233,10791035,431625,152219,61600,30227,AEROTAXI
RIO SUR SAS,2014,3666773,3271474.0,0,680314,1307672,0.0,5494495.0,743672,4950261.0,6305291,204159,6896590,550492,-591299,60675,-998307,AEROTAXI
RIO SUR SAS,2014.0,3666773,3271474.0,0,680314,1307672,0.0,5494495.0,743672,4950261.0,6305291,204159,6896590,550492,-591299,60675,-998307,AEROTAXI
RIO SUR SAS,2015,1915860,1513679.0,1950275,1216052,1063840,0.0,5494495.0,464448,3099922.0,4653582,36084,5790562,240752,-1136980,229468,-1571116,AEROTAXI
RIO SUR SAS,2015.0,1841916,3628643.0,0,171633,1140956,0.0,5494495.0,1481575,6976070.0,4558062,198114,5985742,335806,-1427680,65172,-1630544,AEROTAXI
RIO SUR SAS,2016,1823562,1420650.0,1491082,1044796,726082,0.0,5494495.0,479291,2964416.0,4037804,13676,4232923,46895,-195119,-77990,-150348,AEROTAXI
RIO SUR SAS,2016.0,1823562,1420650.0,1491082,1044796,726082,0.0,5494495.0,479291,2964416.0,4037804,13676,4232923,46895,-195119,-77990,-150348,AEROTAXI
RIO SUR SAS,2017.0,1426782,1469551.0,1245804,590013,1361943,0.0,5494495.0,464448,2200181.0,3181139,6655,3581585,36479,-400446,333964,-764234,AEROTAXI
RIO SUR SAS,2019,2629431,1066628.0,0,287514,1170889,0.0,2800000.0,0,0.0,1717643,80631605,901383,-2147483648,-269998,11893,-351061,AEROTAXI
RIO SUR SAS,2020.0,2620337,2006636.0,0,687211,2319712,0.0,2800000.0,0,0.0,4161805,-199003465,940050,1594159334,-29372,523576,-617706,AEROTAXI
RIO SUR SAS,2021,-2147483648,-2147483648.0,0,1421249040,1501473327,0.0,-2147483648.0,-366029518,0.0,-2147483648,0,-2147483648,0,1646631772,117293773,0,AEROTAXI
RIO SUR SAS,2022.0,-2147483648,-2147483648.0,0,671835369,1980622997,0.0,-2147483648.0,31417559,0.0,-2147483648,0,-2147483648,0,2128992235,310568306,0,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2012,512385,5649991.0,295887,0,4656454,0.0,300000.0,674243,1801809.0,10802888,64982,7188316,3388771,3614572,204866,85917,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2013,1309263,5059817.0,1832840,0,6209033,0.0,300000.0,674243,1992887.0,13171157,80879,12662320,184880,508837,213759,191077,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2013.0,1309263,5059817.0,1832840,0,6209033,0.0,300000.0,674243,1992887.0,13171157,80879,12662320,184880,508837,213759,191077,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2014,1184252,7402857.0,2395934,3048269,5716931,0.0,1000000.0,696739,2217843.0,18348310,49928,17052164,706711,1296146,414408,224955,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2014.0,1184252,7402857.0,2395934,3048269,5716931,0.0,1000000.0,696739,2217843.0,18348310,49928,17052164,706711,1296146,414408,224955,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2015,2512757,7804413.0,2396083,5063124,5322840,0.0,1000000.0,707684,2327289.0,21307058,2660015,23003823,566143,-1696765,287662,109445,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2015.0,2512757,7804413.0,2396083,5063125,5322840,0.0,1000000.0,707683,1707683.0,21307058,2660016,23003824,566143,-1696766,287662,109445,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2016,2113647,17438880.0,1670859,1038590,16306797,0.0,2200000.0,707684,3877999.0,26955884,1045318,25967794,785821,988090,288217,959370,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2016.0,2113647,17438880.0,1670859,1038590,16306797,0.0,2200000.0,707684,3877999.0,26955884,1045318,25967794,785821,988090,288217,959370,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2017.0,7130631,17661354.0,1688414,6059331,12767053,0.0,2200000.0,183440,7654015.0,38552452,0,35716078,1562324,2836374,42848,1231202,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2019,19196862,13799391.0,0,12736920,8494863,0.0,2200000.0,0,0.0,17559907,304186123,6857390,1569882181,4137759,660177,3566905,AEROTAXI
SOCIEDAD AEREA DE IBAGUE LTDA,2020.0,18095161,12990490.0,0,12060233,7101995,0.0,2200000.0,0,0.0,9580889,343211209,9515213,1764188060,1746585,1102996,158922,AEROTAXI
SERVICIOS AEREOS ESPECIALES SAS,2021,-2147483648,-2147483648.0,0,-2147483648,1639800809,0.0,0.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-2147483648,689848387,0,AEROTAXI
SERVICIOS AEREOS ESPECIALES SAS,2022.0,-2147483648,-2147483648.0,0,-2147483648,2079256657,0.0,0.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-2147483648,1013373603,0,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2012,808892,810266.0,0,118055,284560,0.0,220000.0,417964,1216542.0,4412019,15014,4154443,38445,257576,81311,152834,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2013,1017296,1250552.0,0,366666,559270,0.0,220000.0,417965,1341912.0,4272436,9,4011999,65932,260437,69145,125369,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2013.0,1017296,1250552.0,0,366666,559270,0.0,220000.0,417965,1341912.0,4272436,9,4011999,65932,260437,69145,125369,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2014,1017296,1250552.0,0,366666,559270,0.0,220000.0,417965,637965.0,4272436,9,4011999,65932,260437,69145,125369,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2014.0,1218054,1519959.0,0,466667,829395,0.0,220000.0,417965,1441951.0,3928507,15217,3660420,61381,268087,81884,140039,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2015.0,1218054,1519959.0,0,466667,829395,0.0,220000.0,417965,637965.0,3928507,15217,3660420,61381,268087,81884,140039,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2016,1152310,1067569.0,0,0,875928,0.0,220000.0,379909,1343951.0,1630769,2996,1538387,14839,92382,0,80539,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2017.0,1152310,1180939.0,0,0,959728,0.0,220000.0,379910,1373521.0,1155977,0,1098855,2068,57122,0,55054,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2019,1152310,489285.0,0,0,242181,0.0,220000.0,0,0.0,266378,1286123,231361,239104425,-5590,3438,6981,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2020.0,1152310,292329.0,0,0,27226,0.0,220000.0,0,0.0,280548,2465647,221387,287530255,27262,9000,18000,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2015,1218054,1519959.0,0,466667,829395,0.0,220000.0,417965,1441951.0,3928507,15217,3660420,61381,268087,81884,140039,AEROTAXI
SERVICIO AEREO REGIONAL LTDA,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
SERVICIOS AEREOS PANAMERICANOS SAS,2021,18467651,15092676.0,0,17990296,6648454,0.0,11504727.0,-2583150,0.0,32772445,0,27342241,0,5430204,638682,0,AEROTAXI
SERVICIOS AEREOS PANAMERICANOS SAS,2022.0,25011669,8017011.0,0,20292958,11588964,0.0,11504727.0,-10357969,0.0,48772381,0,54574319,0,-5801938,2739312,0,AEROTAXI
SERVICIOS AEREOS PANAMERICANOS SAS,2012,1684139,8518670.0,4426479,1100205,7827488,0.0,667625.0,3738475,5701595.0,29010128,2944642,29629054,1427504,-618926,525731,372481,AEROTAXI
SERVICIOS AEREOS PANAMERICANOS SAS,2013,1395908,8305393.0,4295925,1004736,8005734,0.0,884250.0,3329478,4986756.0,23061334,1433464,22717204,1806396,344130,316466,-345268,AEROTAXI
SERVICIOS AEREOS PANAMERICANOS SAS,2013.0,1395908,8305393.0,4295925,1004736,8005734,0.0,884250.0,3329478,4986756.0,23061334,1433464,22717204,1806396,344130,316466,-345268,AEROTAXI
SERVICIOS AEREOS PANAMERICANOS SAS,2014,570897,8305393.0,2846347,8197044,3550587,0.0,884250.0,2017505,4228776.0,24786049,1608975,22661356,2548957,2124693,630718,553993,AEROTAXI
SERVICIOS AEREOS PANAMERICANOS SAS,2014.0,570897,12559163.0,2846347,8197044,3550587,0.0,884250.0,2017505,4228776.0,24786049,1608975,22661356,2548957,2124693,630718,553993,AEROTAXI
